July 22, 2019,50,Good food. Great service!,Took the stop 20 on the hop on hop off big buss tour. Quick walk to Tony’s excellent garlic bread. Wonderful thin pizza. Nice atmosphere.;
;
"July 20, 2019,40,Meatball appetizers were amazing,""We had the meatball appetizer and the famous pizza. Meatballs were amazing, Pizza was good, but a bit too soggy. Next time we will find something with less than a 90 minute wait""";
;
July 4, 2019,30,Pizza Night,Expect long lines to get into this restaurant. I had high expectations due to the reviews and the sight of all the people waiting to get in but I found the pizza to be greasy. It wasn’t the best I had.;
;
June 30, 2019,50,Excelent Pizza,Nice atmosphere and great pizza. We sat by the bar and the bartender was very kind. Be prepared for long waiting lists.;
;
"June 19, 2019,10,Disappointed,""Oh my Goodness. Told us to wait for a table for 20-30 mins. They kept us hanging for 1 hour and 20!! Seriously. And it wasn’t worth it. Go somewhere else in little Italy, this place doesn’t deserve it.""";
;
"June 6, 2019,40,Great Pizza,""Great pizza and Lasagne. Very busy and owner a little grumpy, but the food was great. I would recommed this place to any one visitng San Francisco.""";
;
"June 4, 2019,50,Marvellous place,""Perfect pizzas and other dishes, in a special environment that makes you feel immersed in the San Fransisco experience, without the threat of tourist trap you encounter in other places. Genuine and tasty. I would definitely seek to visit again!""";
;
May 31, 2019,50,Best Pizza Ever - 5 Stars,Our tour guide Cyrus from the Painted Ladies highly recommended Tony’s at North Beach as we passed by. It was the best! Thankful to him for recommending it!!;
;
May 27, 2019,40,Good pizza - Lost in the Sauce!,Very tasty pizza and among the best in the City — But Tony’s should throw in a side of pasta for all the sauce on the pizza! (The Jersey). The Caesar salad is fantastic -;
;
"May 16, 2019,30,Food is good ... the waiting is awful,""The pizza is good, but the wait is horrible. We arrived and we wrote down a list. We were seated almost two hours later. And the worst is that people sat before us and arrived after us. Nothing special.""";
;
"May 16, 2019,40,Good Pizza,""Pizza at Tony's was one of the best pizzas, which I had eaten outside Italy. Dough was very good, crispy.""";
;
May 9, 2019,50,Good Pizza!! The way it is supposed to be.,I ordered their Margherita Pizza and it was so delicious!! There was a long wait but it was worth it. I will definitely visit again.h;
;
"May 1, 2019,50,Great Pizza!!,""We dined here for dinner. Sat outdoors under heaters. Fantastic pizza of many shapes, sizes and styles. Good drinks. Really hard to beat.""";
;
"April 28, 2019,50,By the slice!,""So both of the Tonys are run by same restaurant, only one is for the slices/ and one is to sit in restaurant and eat. We did the slice, very authentic and worth a slice! Seating outside! Great prices!""";
;
"April 15, 2019,50,""Yep, great!"",""Recommended by a local...had garlic cheese bread, spinach, and Tony's stromboli with mango ginger lemonade, all of which was great. Portions were big, food tasted clean. The host, our waiter, and the rest of the staff were very friendly and helpful.""";
;
April 3, 2019,40,Excellent pizza!,The pizza margherita is absolutely authentic as compared to what I've had in Naples. The only downside is that it's outrageously expensive!;
;
March 31, 2019,50,Awesome pizza!,We loved the pizza and the atmosphere! It takes a lot to impress me when it comes to pizza and this place doesn’t disappoint! The pizza was amazing!;
;
February 16, 2019,40,Delicious little spot!!!,We knew this place must be good after seeing the line outside. Pizza had a unique and different flavor. Reasonably priced and worth the wait.;
;
January 31, 2019,50,Woah,This is next level. I’ve never seen pizzas classified by type of oven. We got two wood fire pizzas and they were incredible. Best dough I’ve had! I highly recommend the Pauli P (delicious tomato sauce and perfect pepperoni).;
;
"January 26, 2019,50,Best Ever,""Look no further because it’s the best pizza with a delicious tomato sauce and mine was Italian sausage and it was spectacular. Good choice of beer, I will go back next time I visit.""";
;
"January 15, 2019,50,Wonederful Place,""This is by far the best italian place in SF. I cannot say it enough! It's a little pricey, so be prepared to spend $100+ for two people after a drink or two, but it is so worth you.""";
;
"December 13, 2018,50,Great pizza!,""Small restaurant but large menu of different pizzas which are excellent. Good service. If it’s a nice day, sit outside and enjoy the city!""";
;
December 12, 2018,40,Best italian,An amazing Italian restaurant! We had a nice time in that place. The dinner was excellent. The pizza was delicious 100%!;
;
December 11, 2018,50,Pizza dinner,If you love your pizza then you have to visit Tony's. Amazing venue...great service....and awesome pizza of course. 10 out of 10;
;
December 3, 2018,50,Outstanding food,Best place we ate in San Fran and most reasonably priced for the amount of great food you receive. I had a Classic pizza and my wife had a spinach Calzone and a salad. The salad was HUGE and both of our meals were outstanding.;
;
"December 1, 2018,50,Superb,""The quality of the food was great and the service by the waitress was very helpful, the options for pizza at Tony’s is wide and she was very informative of the options and preferences.""";
;
November 29, 2018,40,Very nice,The pizza was very good. The waitress was wonderful. The service was fast. The menu was a little confusing with all the different kinds of ovens and production limits. Overall it was enjoyable and good. I would return to eat there again.;
;
November 25, 2018,50,Delicious & Well worth the wait!,Another great dinner at Tony's was enjoyed last week. Always a treat when we visit SF. Love the Crispy Artichoke appetizer and enjoyed pizzas. Truffle one was very tasty. Cant go wrong here. Good service. Enjoy a cocktail across the street while you wait.;
;
"November 7, 2018,50,Great pizza!,""Three of us sampled three different pizza, including the award-winning Margarita pizza. All three were outstanding! We had to wait for a table, but the pizza was definitely worth it.""";
;
November 3, 2018,50,Delicious Pizza,I loved this little place where you can order a huge delicious slice of pizza in an adorable little Italian neighborhood. Loved the pizza and the gelato around the corner!;
;
November 3, 2018,50,Greatest pizza,Returning customer. Exellent service with even better pizza. This time I was there during lunch. Can’t get better pizza anywhere;
;
"October 24, 2018,50,A must go,""Simply delicious pizza, lots of choice, friendly staff, casual atmosphere, loved it. Expect to wait about 20 minutes before you get a table.""";
;
"October 3, 2018,40,Good recommendation,""My husband and I shared the Italian salad and the Margarita pizza, both were very very good! The service here is terrible!!! The bar tender was very rude. Too bad because the food is so good.""";
;
September 28, 2018,50,Great food,Fantastic food (had pizza and pasta). Not cheap (but what is in San Francisco?). Would definitely visit again.;
;
"September 19, 2018,50,Magical Dinner,""This was by far the most wonderful experience I have had in SF. What a beautiful restaurant, with beautiful service and beautiful food. We loved it so much. Thank you Tony's!""";
;
September 17, 2018,50,Best pizza I’ve ever had!,The wait was worth it! The New Yorker lives up to its reputation and they staff were super friendly!;
;
"September 17, 2018,50,Excellent!,""Stopped in to have some lunch. Grabbed a margherita pizza";" it was delicious. If you pull up a spot at the bar, ask the bartender to make you a DWT."""
;
"September 15, 2018,50,Amazing,""The food here will not disappoint. We had meat ball, green beans, Cesar salad, and pizza all of which were amazing. The service was also excellent.""";
;
September 3, 2018,50,Pizza heaven!!!,Found this place on tripadvisor and could not be happier! They have different oven and make any pizza you could imagine. We tried the napoletana margherita and an american pepperoni. Both were amazing. Worth the wait and every penny spent!;
;
September 3, 2018,50,Must eat this pizza en SFO,Waiting is worth it!! Delicious slices with lots of varieties. The best pizza I ate in San Francisco;
;
"September 2, 2018,50,Best pizza I've ever had,""Amazing pizza, went at 16.00 and didn't need to queue for table. Great atmosphere, would recommend the Americano pizza.""";
;
August 29, 2018,50,Best gluten free pizza ever had,Totaly delicious crust with pear proscuttio and peppers.. Never had better worth the wait great service Come!;
;
August 22, 2018,50,Delicious pizza,Our bus tour guide said Tony’s has the best pizza. It was delicious!!!! We had a margherita and a honey pie which were amazing. Not cheap at all and they aren’t not large pizzas. We needed two pizzas for three people. Delicious!;
;
August 11, 2018,50,a great find,Happened upon Tony's while visiting SF and had a great lunch. We sat outside on a bit of an incline...where but in SF...but the service was very good and the pizza and calzones were huge and very tasty.;
;
August 10, 2018,50,Good,Ok! Good pizza! Waited 30 mins for a table all fine all yummy.... had two pizzas and two drinks ........ came to $80!!!!!! Good food but not worth that!!! You can enjoy a papa Johns for a third of that!;
;
"August 6, 2018,50,Always great!,""Third time we ate there in three trips. The New Yorker is on hell of good pizza. Get reservations or be prepared to wait for a while. They are busy, but then again that is a sign of a great restaurant.""";
;
July 31, 2018,50,Amazing Pizza,Best pizza in San Francisco! Many options on the menu but the pizza is truly incredible and come early because there is always a wait.;
;
July 27, 2018,50,Cheese driven pizza,Superb. One of the most memorable pizzas I have had anywhere in the world. I was very hungry and it was one of the few places open at that time so it was a blessing.;
;
"July 20, 2018,50,North Beach (San Francisco) is the place for Italian food,""We have dined a number of times at Tony's Pizza Napoletana ... but go early, as the wait (even during the week days) can be an hour or more. They have excellent pizza, and a huge selection to choose from""";
;
July 20, 2018,40,Lunch,Great place recommended by our Love Bus Tour guide. Never seen so many different types of Pizza on a menu. Had a really good local IPA as well from San Fran. Think it was called Anchor something.;
;
"June 25, 2018,50,Best Pizza I have eaten outside of Italy,""This place does not take reservations, but the wait is worth it. They'll text you when your table is ready so you can venture around the are or just hang out and watch the people going by.""";
;
"June 18, 2018,50,Don't forget the meatballs,""Went there on a local friends recommendation and it was amazing. Had the new york pizza, meatballs and garlic bread. All excellent. A visit here is a must""";
;
June 17, 2018,50,Italian!!!,We arrived to find a very long line. Decided to wait briefly for a spot at the bar. Ordered drinks and food. The pizza crust was amazing. We highly recommend Tony’s!!!;
;
"June 13, 2018,30,Superb pizza,""The pizza was top notch - their award winning Cal Italia particularly good. My daughter chose a pasta dish rather than pizza which was a mistake, over cooked, poor. Overall although I enjoyed my pizza I wouldn’t rush back. Expensive.""";
;
"June 10, 2018,50,Best pizza outside of Italy,""Outstanding pizza. Well worth the short wait in line. Give it a try, you won’t be disappointed. Will hopefully head back before we leave""";
;
May 27, 2018,50,Busy but good!!,No reservations available.. Pizza is incredible and wait time is ok for San Francisco. People are really nice prices are reasonable and menu has good pizza potions. I'm definitely going back it's so good!!!;
;
May 26, 2018,50,Wonderful pizzas at Tony’s,We arrived about 1pm on Thursday. The restaurant was not overly busy and we were seated and served promptly. We had an Italian pizza and a pepperoni pizza both of which were delicious with thin crusts and great toppings.;
;
"April 30, 2018,40,The best Pizza in SFO,""Nice place, great drinks , amazing pizza .... ask for the napolitan , special. Price: well, it’s depends of you .""";
;
"April 27, 2018,50,""Go, Just Go"",""Such good pizza. Thin crust, great authentic flavours, and the fact that the lineup to get a table is two hours...proves how good it is.""";
;
April 21, 2018,50,Excellent pizza!,We absolutely loved Tony’s Pizza! This is possibly the best pizza I’ve ever had. There were a lot of options for pizza and pasta on the menu. The staff was friendly and knowledgeable.;
;
"April 11, 2018,50,We live in the neighborhood,""We live two blocks,from Tony's and visit as often as we can...staff is friendly and welcoming and tell food is the best...can't say enough good about the place""";
;
April 4, 2018,50,Great food and atmosphere,Came here for lunch on Easter Sunday after spending the morning on Alcatraz. Had a great pizza and some pasta and it was all great. Nice atmosphere.;
;
"April 3, 2018,50,Authentic!,""You’ll probably need a reservation, but this is an authentic Italian pizzeria. Flours and other ingredients are imported from Italy. Tony’s serves the type of food you get in Italy. We will return!""";
;
"April 2, 2018,50,Best pizza ever,""We got the meatballs and a sausage and stout pizza which were great. We also had a Detroit Pizza with green top, ricotta and prosciutto. It was the best pizza I have ever had. Seriously, so good. Do yourself a favour and eat it.""";
;
"March 25, 2018,50,Crazy good,""To sum it up - Hour long wait on a Thursday night at 7:30pm, fantastic pizza with many different variety’s and choices. Staff very pleasant. The Ceaser salad and meatball calzone was excellent also.""";
;
"March 25, 2018,50,Pizza Mastered!!,""Award winning Pizza restaurant in San Fran! Pizza’s cooked in many ways including wood fired, coal fired and numerous others! Quality service, pre book to avoid waiting! It’s worth the wait if you have no reservation""";
;
"March 24, 2018,50,More varieties of pizza than I knew even existed,""We could only eat one, so we went with the New Yorker. It did not disappoint! The specialty drinks made it a fun evening. Cannot wait to try another!""";
;
"March 16, 2018,50,pizza lover,""really tasty, the service was great. we really enjoy it, and the price was great. we want to come back soon""";
;
March 15, 2018,50,Great pizzas to wait for,Minimum 15 minutes wait worth tasting delicious pizzas. The price is god and place is very cozy. You can enjoy bars around the location while waiting.;
;
"March 8, 2018,50,Want authentic Italian?,""We were recommended this restaurant if you wanted a real Italian food experience in the City. And they were not wrong. Great atmosphere, perfect food and fun service. We will be back.""";
;
March 6, 2018,40,Fabulous Pizza,Great aps and fabulous pizza in a cozy atmosphere. Great sangria as well! Bartender was friendly and answered all our questions.;
;
"March 5, 2018,50,Tony Tony Tony!,""Great great pizza, huge range, mostly ny/ American style pizza. Great service and atmosphere. We were served by local who's brother was living in Australia so we had great conversation...cool vibe to this place Highly recommend.""";
;
March 3, 2018,50,Awesome,The food at Tony's is amazing Fried artichoke hearts and calimari were the best ever had. The pizza's were over the top you will not be disappointed.;
;
"March 3, 2018,40,YUM,""It is a great pizza place. it does get very busy so it's wise to book, otherwise you'll have along wait.""";
;
"February 24, 2018,50,Great hidden gem!!,""We came for lunch and left very satisfied. The fried green beans, Cesar salad and margarita pizza were all scrumptious!! We each had a signature cocktail and a glass of Italian red wine. The short wait was worth every minute!!""";
;
February 16, 2018,50,Visited after 5 years to the date!,I lived in Naples for 3 years. This is Vera Pizza! I tried the margherita Pizza as usual. But we also had the Coccoli with prosciutto and Burrata and OMG! So good!!!;
;
"February 12, 2018,50,Great food! Great Pizza!,""Very long wait to get a table or to sit at the bar!! Well worth it, though! Definitely, try the Margherita Pizza! So very delicious!!""";
;
"February 9, 2018,40,Great authentic pizza!,""On our trip to San Francisco, we went to Tony's Slicehouse which is owned by Tony's Pizza, and the pizza was amazing! It was New York style and featured many options! I would definitely recommend going there for a quick bite to eat.""";
;
"January 27, 2018,50,""Large selection, fantastic pizzas"",""No reservations, so the wait can be a while but they will text you. Massive selection of pizzas prepared in different ways and different oven types. New York pepperoni is superb. Highly recommended.""";
;
January 26, 2018,50,The best in town.,Best pizza we've had in our lives. Menu is vast but the waiter Liam asked if we needed any advice or explanations. Service was good and the pizza will not disappoint.;
;
January 21, 2018,50,Wow,I love Italian food. I must say this place and its pizza is simply superb and so authentic... My family had the Sausage and Stout pizza and it was perfect. Best crust I have ever had.;
;
"January 16, 2018,50,Best Pizza,""This place is every bit as good as claimed. Had the legendary margherita and a pepperoni. Both where very different, but equally good. A must visit!""";
;
"January 13, 2018,50,Friday Night Dinner,""We had to wait about 45 minutes but this wasn’t bad for a Fridaynight. We had a New York pizza, it was fantastic!!!! The food is definitely worth the wait.""";
;
December 29, 2017,50,Best pizza ever,Tony’s did not disappoint. Finally got to eat here after a few visits to San Fran and it was well worth the wait. This was the best pizza I’ve ever had (and I have done plenty of research). Charming atmosphere and excellent service.;
;
"December 11, 2017,50,Fresh,""Innovative flavor combinations, everything made fresh on site Loved the red sauce and the anchovies were huge""";
;
December 11, 2017,50,Great Pizza,So many choices and styles to choose from. We stuck with a more traditional NY style and it was just what we expected and delicious. Service was great also;
;
November 30, 2017,50,Excellent Pizza!!!,The pizza was excellent! So many choices of different types of pizzas!! There are probably 30 different ways you can choose how you want your pizza. The meatballs were very average. The house salad was great and huge!! If you want a great pizza...go here!!;
;
"November 27, 2017,40,pricey tasty pizza,""Good food and a very tasty pizza (both, sitting in the restaurant or by the slice). Quick friendly service and great atmosphere. Although the prices are high it's a place to try at least once when visiting San Francisco.""";
;
November 24, 2017,40,Bloody delicious,Tried to get into Tony’s only to be told it’s a 2 hour wait. This little gem was next door doing take aways! Lost a point for no beer and “the ball of sunshine” working cash register! Pizza was top notch however👍;
;
"November 19, 2017,50,Unbelievable! Love this palce,""GREAT food, good service, and another emphasis on great food. Only issue is that it's hard to find a time when there isn't a long wait.""";
;
November 19, 2017,50,This is unbelievable,Excellent pizza. Cheese bread is supper good. Well worth the wait. Just eat here if you are in SF. You owe it to yourself.;
;
"November 16, 2017,50,Do it,""7 different types of pizza ovens. Almost too many choices. I let the waitress order for us. It was real, fresh, and just awesome.""";
;
November 9, 2017,50,Best pizza I ever ate!,Amazing staff. I ate whilst sitting at the bar. Service was exceptional from advising me of the best pizza right through to service at the bar. If you come to San Francisco make sure you visit Tony's Pizza!;
;
November 2, 2017,40,best Italian style pizza,This pizza reminded me of my time in Italy! If you are craving a taste of Italy this is a must! it's worth the money! Be sure to get their meatball!;
;
"October 25, 2017,50,Reputation is warranted,""Delicious pizza, totally upholds Tony's reputation. Friendly staff, despite the place heaving as a result of Fleet Week.""";
;
October 16, 2017,40,Love Italian,Visiting San Fran and found this spot on Trip Advisor so tried it. They were wrapped around the corner for a table. Good food and good service if you like Italian Food.;
;
"October 11, 2017,50,""Perfect pizza, great service"",Was here together with friends. Need to wait more than an hour for a table so we was thinking about finding another place. But the wait was well worth it!!! By far the best pizza I have ever tasted! Also recommend the meatballs :)";
;
"October 9, 2017,30,Just okay,""Since we are from NY, we tried the pizza. It was really no big deal. The crust was good, but not cheesy enough.""";
;
October 1, 2017,50,The best,The best pizza Better than in Italy We were a lot of times in Italy but this pizza is better Sheer joy;
;
"September 24, 2017,50,Couldn't ask for any better!!!,""Great service Great food And Best Cheesecake😃😃 Thanks Liam,for a Fabulous experience. I will recommend Tony's 🍕 to friends and family. Thanks""";
;
September 19, 2017,40,The best pizza,We stopped by the slice house one night for a slice of pizza. It was the best pizza we have had. We ended up there 3 times in 5 days. Very good.;
;
September 7, 2017,50,Freshly made,Pizza was fantastic. Tour guide told is about this place and he was not wrong. Hand made and fresh and Delicious!;
;
September 6, 2017,40,They have gluten free!!,Love that Tony's has gluten free options. They were able to make any of their pizza's gluten free too which is great. The only bad thing I would say is that there is no air conditioning in the restaurant.;
;
August 28, 2017,50,THE BEST,I wish I could give more than 5 stars...er... circles. Tony's Pizza is the best! I wish I could eat it every day until I got sick of it. Their slices are pretty cheap and freaking gigantic!;
;
"August 26, 2017,50,Great Meatballs and Pizza,""I usually don't rave about a lot of things, but I'm Italian and their Meatballs and Pizza were excellent. Sauce was just right. Highly recommend""";
;
"September 6, 2017,50,Probably the best pizza in San Fran,""Being from New Haven county, I'm a bit of a pizza snob. I'm very critical of my pizza, and I'm harsh. However, this place was surprisingly good. We were able to watch our pizza get cooked in front of us, so it was a great...More""";
;
"September 5, 2017,10,Save time and money,""The most over rated pizza joint ever. After waiting 30 mins for a table the waiter had such a bad attitude we should have left right there. After another 15 mins we got water and were told """"your drinks are coming when I get a minute."""" We got them and they were WRONG. Ordered our pizzas ($39 for one) and when they arrived they 25 mins later they were WRONG. one was to have extra cheese and anchovies and it had NEITHER! Save your time and definitely save your money! Go elsewhere. Oh, we made our displeasure about the atrocious service very clear to the waiter with tip. Want a good tip, prove good service.""";
;
"September 5, 2017,30,""""""Mexican Pizza"""""",""The staff at the Slice house was a bit rude and the pizza is now loaded with cheese, which I refer to as Mexican pizza, similar to a quesadilla. The ingredients are as always fresh but the quality is disproportionate. Tony is a great fellow and he deserves better.""";
;
"September 1, 2017,50,Amazing choice of fantastic pizzas,""By far the best pizza restaurant we have ever been in. This is not your usual pizza joint, some amazing and unusual pizzas on offer cooked in one of their seven ovens all of which cook in different ways. The lady who greeted us and showed us to our table must have been having a bad day but after that the service was quick, very proficient, slick and the staff could not have been more friendly or welcoming. We had two types of pizza both were superb. If you are visiting San Francisco you must pay a visit to Tony's.""";
;
"August 29, 2017,50,Best Pizza I have ever had...worth the wait,""No matter where you are from and what type of pizza you like, you will find a slice here to your liking. They have every style of pizza you can think of. My husband is from New Jersey so maybe it's no big surprise that both of us loved the New Jersey Tomato Pie. We also had the calamari and the garlic bread, both loved by the entire family including the kids. We tried the American pizza as well. Although it was good, just not my kind of pizza. We ate here twice during our stay in San Fran! I agree with the other reviewers, we were given a wait time of 45 minutes and we were seated in 35 minutes. Yes, the service is not refined or super friendly, but it's a great pizza joint and that's why it's so crowded..popular for a reason. Awesome atmosphere and good bartenders. Wish I had one here in Washington DC! If only I could get my hands on their recipe?!""";
;
August 28, 2017,50,Worth the wait!,We wanted to try Tony's and had one lunch we could fit in. We got there early to wait and make sure we got a table. We had an order of meatballs and a Margherita pizza. Both were excellent! We will come back on our next visit for dinner! I wish we had Tony's near us at home.;
;
August 28, 2017,50,THE BEST,I wish I could give more than 5 stars...er... circles. Tony's Pizza is the best! I wish I could eat it every day until I got sick of it. Their slices are pretty cheap and freaking gigantic!;
;
"August 27, 2017,50,Unforgettable Sunday afternoon lunch at Tonys.,""Food is great, service is professional and proficient. I am an Italian food lover, I cook it a lot myself and loath the poor Italian food here in Sydney. Tonys was brilliant and just be patient with the wait. There is a park close by or LOLAS card shop down the road to help make time pass. I had pasta and it was brilliant. Wine and beer list really extensive and interesting as well.""";
;
"August 27, 2017,50,Amazing pizza,""Went to Tony's after hearing a friend rave about it. Was not disappointed. We knew the popularity so we got there about 15 minutes before it opened on a Saturday (it opened at 12). Already a line of about 30 people. Once it opened we were seated within 15 minutes. We ordered the meatballs and the Spicy Grandma pizza. The meatballs were incredible, and I'm not even a huge fan of meatballs. But the showstopper was the Spicy Grandma. They only make about 10 of these a day I believe. The sauce on this pizza was so unique but absolutely delicious. If you have the chance, get this pizza. So good! Expensive for a pizza, but so worth it. We had enough leftovers for both of us to eat lunch the next day! Can't say enough good things about Tony's. I will be dreaming about the next time I can go back!""";
;
"August 26, 2017,50,Great Meatballs and Pizza,""I usually don't rave about a lot of things, but I'm Italian and their Meatballs and Pizza were excellent. Sauce was just right. Highly recommend""";
;
August 24, 2017,50,Five stars from an Italian,We usually avoid italian restaurants outside Italy but we made an exception for Tony's pizza following the advice of a local Italo American woman. Pizza is simply and truly Italian level (obviously we took the Margherita Napoletana);
;
August 16, 2017,40,Great Pizza,This is what Frankie & Benny's franchise is based on! But this is the real deal. Shame about the service. But if you want damn good pizza this is the place.;
;
August 13, 2017,50,Great Italian restaurant,Food is great. Staff is friendly. Definitely worth the wait. The restaurant is a small bit outside the tourist area yet always a line. Make sure you make a reservation before you'll eat here.;
;
August 11, 2017,50,Wow!,See why they've won so many awards. Delicious pizza. Waited about 30 min for lunch. Worth the wait. Cheese pizza was amazing. Fast and friendly service.;
;
August 10, 2017,50,Definitely worth the wait!,Food and service was excellent! We waited for about 45 minutes on a Monday night but it was worth it.;
;
"August 9, 2017,40,Great pizza,""Good food a little pricey, but they had great service and atmosphere. Would definitely recommend it.""";
;
"August 9, 2017,50,Outstanding!,""This was on our list of places to get to for dinner during our trip. The wait was 1.5 hours, but it was so unbelievably worth the wait. The gluten free crust was AMAZING!!!!""";
;
August 8, 2017,40,Tasty Pizza,Very tasty pizza. Restaurant or by the slice. Quick service and wonderfully tasty food. Good for a meal or snack.;
;
August 8, 2017,50,Tony's Pizza North Beach YUM,Yum. The best and most creative Pizza menu ever!! On Sunday they open at Noon but the line outside starts at 11:00. We left at 1:00 and there was no line. Go at 1:00.;
;
"August 7, 2017,50,Best pizza i've ever eaten,""I've had a lot of pizza but this place still takes it as the best pizza ever. The guy won 'best pizza maker in the world' a few years ago. Seriously go here, you will not be dissapointed!""";
;
