31 de enero de 2016,40,Vale la pena ir,"Un lugar muy concurrido y de repente algo confuso, pues el personal esta muy ocupado, sin embargo una vez con mesa el servicio es bueno. La pizza no es mala sin embargo es un concepto estadounidense, vale la pena probarlo"
15 de octubre de 2015,50,Pizza para recordar,"Es una de las pizzerías tradicionales de Chicago y realmente se quedara en tu memoria para siempre. Si tienes la oportunidad de almorzar o cenar aquí, no dejes de hacerlo."
29 de septiembre de 2015,50,Pizzas deliciosas,"Yo fui a cenar ahí por recomendaciones de personas, realmente no creía que estuvieran tan deliciosas las pizzas, y en efecto creo que son las mejores pizzas que he comido hasta ahorita, y muy amables en el servicio."
6 de septiembre de 2015,50,De las mejores pizzas que he probado.,"Una de las mejores pizzas que mi grupo y yo probamos durante nuestra estancia en Chicago, el tiempo de espera es de unos cuarenta minutos pero hay que tener en cuenta que es lo que se tiende a tardar al hacer pizzas así de buenas."
5 de junio de 2015,30,No es lo que esperaba,"Llegamos por recomendación, como una de las mejores pizzerías de Chicago. Sinceramente, no me pareció nada comparable a otras opciones donde hay mejores pizzas."
28 de febrero de 2015,50,Mejor pizza de chicago,"deep dish, clasico culinario de Chicago una pizza que parece lasaña, el que pueda comer más de tres porciones merecerá mis respetos."
30 de enero de 2015,50,Exquisito! !,"La mejor pizza rellena, muy bien presentada en la mesa, el lugar es hermoso y metros de la av.Michigan. Recomemdable!!!"
22 de octubre de 2014,50,Bonito lugar y sabrosa Pizza...,"Estas pizzas son de Chicaho y las encuentras seguido , nosotros entramos a una cerca de la Torre Sears y te sorprende ver un restaurant tan bonito y tan lleno , asi que no dudamos en probar,,muy bien."
20 de octubre de 2014,50,Visita obligada!,"El lugar es muy lindo, cerca del Sky Deck y se puede probar la típica pizza de Chicago llamada deep dish pizza. Es muy abundante, pedir para compartir."
8 de septiembre de 2014,10,Malisimaaa!,"Fatal! No se xq todo mundo la recomienda, ni siquiera es buena! Pedimos la especial y solo traía 2 pedazos minusculos de carne ahhh pero eso si harta cebolla!! Nada buena."
26 de agosto de 2014,50,De la mejor pizza,"Una pizzeria y restaurant al estilo italiano con mucha calidez, muy buena atencion y de las mejores 'stuffed' pizzas! Un clasico en la gastronomia de chicago."
6 de agosto de 2014,40,Deep Dish Pizza,"Excelente restaurant para degustar la especialidad local (Deep Dish Pizza) en un muy buen ambiente, con muy buen servicio y atención, limpieza y precios acordes a las calidad de los platos."
3 de agosto de 2014,50,Divino!!!,"Nos atendió una Srita super amable y atenta, nos recitó el menú completo y nos dio excelentes recomendaciones. La pizza stuffed fue inolvidable! Tienen que probarla!! El tamaño pequeño es suficiente... no es para nada pequeña!"
19 de julio de 2014,40,Excelente pizza de Chicago,Hablaban de él como el mejor sitio para comer la pizza original de Chicago y no desmerece. A tener en cuenta que las raciones son muy grandes. Buena calidad y precio razonable para ser Chicago. Para repetir
15 de mayo de 2014,40,Pizza chicago,"Comimo la típica pizza de chicago de borde alto pedimos la más pequeña y no pudimos terminarla , no importa te la ponen en una caja para que te la lleves Merece la pena probarlas está buenísima y es un poco diferente a otras"
1 de diciembre de 2013,50,Un must eat de Chicago!,"Muy rica la pizza al estilo de Chicago. Reservar una mesa o ir con tiempo, el lugar está lleno con espera de una hora!!! Pero vale la pena. Muy buena atención."
27 de agosto de 2013,30,Deep pizza,"Es una cosa curiosa probar la famosa deep pizza, aunque no tiene nada de especial aparte de lo gorda que es (parece un pastel de tomate) Pedir una pequeña para dos personas con hambre."
20 de agosto de 2013,30,Buena atencion,"Buena pizza. Buena atencion. Habierto hasta tarde. No es la mejor pizza de Chicago, pero no es mala y es un cladico"
5 de mayo de 2013,40,Buena Pizza,"Aunque es uno de los pocos lugares abiertos en las noches y habian bastantes personas, el servicio fue bastante rapido y la comida muy buena. El personal muy servicial. Si desea comer buena pizza, vaya a este lugar."
20 de marzo de 2013,50,La mejor pizza en Chicago!!!,"Excelentes pizzas aunque algo exageradas en las porciones, pero así comen la mayoría de los norteamericanos.... mas que una pizza parecen un pastel... muy delicioso!!!!! sin duda alguna repitiera de volver a visitar Chicago...."
24 de abril de 2012,50,Pizza,"Deep Dish pizza ,muy buena,y muy buenos precios y la atencion"
16 de agosto de 2020,50,Día de regreso a la universidad,"Dejamos a nuestra hija en la universidad hoy y después de desempacar teníamos hambre. Nuestro hotel recomendó este lugar. Estaba delicioso. Excelente servicio de Matt y Joey, fueron muy profesionales. Tuvimos una gran velada. ¡Gracias! !"
9 de julio de 2020,40,¡Comida y deporte en buena armonía!,"Después de las compras, las visitas turísticas y las atracciones turísticas, llegó el momento de comer, beber y tomar un respiro. Estaba muy lleno, pero el personal era agradable y la comida llegó rápido. ¡Disfrutamos mucho de nuestra visita!"
6 de abril de 2020,50,¡Eso es todo!,Esta es la pizza de plato hondo que quieres comer. Es el que tiene los platos gruesos y hondos horneados deliciosamente por dentro. El queso es tan espeso y bueno. El servicio fue estupendo. La pizza maravillosa. La ensalada también era bastante buena.
28 de julio de 2017,40,Plato profundo hecho!,"El proceso de estar era un poco confuso para nosotros, y otros), pero es profundo hecho justo! plato Giordano's es imprescindible cuando vas a Chicago. Nos pareció que nos gustó tanto la pizza fría y dos días más tarde."
26 de julio de 2017,50,¡Guau!,Primera vez en Chicago. La mejor pizza que he probado. Probablemente el más caro pero merece la pena. Llamé justo cuando abrieron y recogí una hora más tarde. Gran servicio y tartas deliciosas!
23 de julio de 2017,50,La mejor pizza que he probado,Tenía a 50 minutos por una mesa. Pero valió la pena la espera. Sinceramente la mejor pizza que he probado.
23 de julio de 2017,50,La mejor pizza en Chicago.,Ensalada de la casa y disfrutamos de molde pizza estilo Chicago. ¡Fue increíble! Gran servicio agradable y hermoso estilo antiguo restaurante/bar deportivo de moda. Nos encantó!
27 de noviembre de 2020,50,La mejor!,"Me encantó la pizza de este lugar! La más pequeña alcanzó para 4 porciones contundentes. Riquísima. No pudimos sentarnos en el local por el Covid. Sólo había para llevar.,"
22 de octubre de 2020,50,The best pizza,Parada obliga en Chicago y q resulta ser deliciosa los amantes del queso deben ir a este sitio esta pizza es un espectáculo al paladar.
3 de agosto de 2020,50,Pizza Chicago Classic la mejor!!,"Me encantó el restaurante, pedí la pizza individual Chicago Classic y está una cosa deliciosa!! Un sabor inigualable! Y lo mejor fue el servicio de Lory!! Siempre estuvo muy atenta, me dio las mejores recomendaciones y siempre un paso adelante en mis peticiones."
26 de febrero de 2020,50,La original de Chicago para el vencer al hambre,"No lo había visto, una pizza así... Masa gruesa en forma de olla. Sabor increíble! El queso se derrite, un sabor diferente, puedes armar tu menú, por el frío acompañe con una sopa increíble, totalmente recomendado"
18 de febrero de 2020,50,Delicioso 😋,"Delicioso 😋 , deliciosa 🍕 pizza, excelente atención por parte de todos los empleados, haciendo llevadera tiempo de espera."
17 de febrero de 2020,50,Pizza al estilo Chicago,"Únicamente decir DELICIOSA. Si van no duden en ir a este sitio que las hacen muy buenas, no es necesario pedirla con muchos ingredientes, la más sencilla ya es una delicia."
22 de enero de 2020,50,Una de las mejores pizzas!,"Pizza buenísima, nosotros comimos la all meat pizza, chorreante de queso..salsa espectacular, la masa es crujiente y de las que no puedes dejar ni las migas.."
3 de enero de 2020,40,MUY BUENA,"Nos gustó bastante, aunque el servicio era escaso para tanta gente que tenía el local. Por todo lo demás fue excelente"
24 de diciembre de 2019,40,"Buena pizza y comida italiana, en un sitio clásico de Chicago","Restaurante con rica comida italiana, especializado en una pizza rellena de un tamaño descomunal. Local muy agradable y muy Ítalo-americano"
10 de diciembre de 2019,50,La mejor pizza de chicag,La mejor pizza se Chicago. Solo pedimos deep y la de pollo bbq es excelente. Con una nos alcanzó muy bien para 4
26 de noviembre de 2019,50,La Pizza 🤣🤣,"Su plato típico es una pizza super contundente pero está muy rica, si sois capaces de acabarla (sino os la podéis llevar para el hotel) muy muy recomendable 😉"
23 de noviembre de 2019,30,Esperaba mas,"El restaurante está bien, buena atención , pero la pizza me decepcionó totalmente. Nada del otro mundo. Hay mejores"
18 de noviembre de 2019,50,Otro imperdible de Chicago,Fuimos en familia al que esta en Jackson Blvd. Muy buena atención y la piza...!!!! Vaya. A darse un gusto...! Tienen sillas para niños pequeños. Y tiene refill...!
6 de noviembre de 2019,40,BUENA PIZZA !!!!,UN LUIGAR TÍPICO QUE HAY QUE CONOCER SI ES LA PRIMERA VEZ QUE VIAJAS A Chicago. La pizza profunda muy buena pero además hay otros platillos muy recomendables.
4 de noviembre de 2019,50,¡Mejor de lo esperado!,"Me encantó la deep dish, pense que iba a ser empalagoso por tanto queso y la salsa, mas no fue asi, realmente el balance de los sabores, superó nuestras expectativas. Realmente volvere, lo recomiendo 💯%."
24 de octubre de 2019,50,Ricoooo,"Si vas a Chicago, tienes que comerte una pizza aqui. La famosa pizza que parece un kuchen.... alta, gruesa y llena de queso.... es un exceso...pero te la comes igual...riquisima la masa y el sabor."
23 de octubre de 2019,50,Pizzas ummmm!!!,"Sitio agradable, siempre muy llenos pero la pizzas es espectacular y bien de precio. Si pides la pizza individual es más rápido"
21 de octubre de 2019,50,Pizza alta como una tarta!,"La pizza es altísima tipo tarta! Muy rica y abundante. Si sobra, te lo empaqietan para llevar sin necesidad de que se lo pidas!"
21 de octubre de 2019,40,Pizza diferente,"Lugar agradable. Bastante gente Tuvimos que esperar unos 45 minutos para tener la comida en la mesa. Las pizzas para 2 son casi para 4 personas, están muy ricas"
16 de octubre de 2019,40,Rico pero no más,"Si está rico, no estoy segura que valga los 50 minutos de espera, no le pude mucho a pizzas de roma ni de la misma CDMX, los calamares están buenos"
14 de octubre de 2019,50,La mejor pizza,"No puedes irte de Chicago sin comer la típica pizza al estilo de Chicago!!! Y la verdad,....no nos defraudo para nada. La mejor pizza que me he comido!!! Recomendable 100%"
14 de septiembre de 2019,20,No fue de mi gusto,"Soy argentina y para mi la pizza es otra cosa..... este es un producto rico pero se parece a una tarta. Tardan mucho en servírtela, yo no lo recomiendo ."
12 de septiembre de 2019,50,Riquísimo,"Muy bonito lugar, bien ubicado, te atienden rápido aunque te avisan que la deep dish pizza tarda 30 minutos se te va el tiempo tranquilamente, si no te toca que hable español se esmeran por entender, súper recomendable"
11 de septiembre de 2019,50,La mejor pizza,Es sin lugar a dudas la mejor pizza de la ciudad. Recomiendo mucho ir a comer la pizza tradicional de Chicago. Es delicioso
31 de agosto de 2019,50,Riquisima,"No puedes irte de Chicago sinnprobar sus pizzas. Sorprende su tamaño, su forma, es enorme!!. Esta riquisima."
29 de agosto de 2019,30,Pizza Deep la mas pequeña 25 dolares,Aunque comen dos tranquilamente Es la tipica de chicago y a mi marido y mi hija les gusto. Yo creo que es un pastel de queso.
28 de agosto de 2019,40,Recomendable,"La especialidad es la pizza, para mi gusto la masa y n poco gorda en los bordes, para los amantes del queso esta genial, buena organización aunque había mucha gente nos sentaron pronto y comimos rápido, muy recomendable"
27 de agosto de 2019,40,Cumplió las expectativas,"Muchas opiniones positivas y cumplió las expectativas, servicio muy rápido, pizza rica, cuidado con las porciones, nos sobró casi media pizza."
24 de agosto de 2019,40,Cena en pareja,Excelente producto. La pizza de Giordanos es parada indispensable en Chicago. La atención podría mejorar en calidez hacia el cliente. Armas se debe considerar un tiempo de espera de una hora para recibir la pizza. La ubicación es muy buena. Relación precio-calidad buena.
16 de agosto de 2019,50,Delicioso,"Deliciosa pizza, se demora unos 40 minutos. Recomiendo pedir una pequeña porque es super alta. Muy agradable lugar..."
15 de agosto de 2019,50,Pizza típica de Chicago,"45 minutos de espera pero te avisan cuando la pides, lo bueno se hace esperar y este ha sido el caso, excelente y muy recomendable."
11 de agosto de 2019,30,Grandes pizzas al estilo Chicago,Es una cadena con mucho éxito y a un precio competitivo por lo que hay que esperar para obtener una mesa.
9 de agosto de 2019,50,La típica PIZZA CHICAGO,"Restaurante pizzería para degustar la pizza. chicago con tomate, mozzarela abundante, peperonni y pimiento verdes. Tardan unos 20 minutos en prepararla. 24 $USA para dos personas. Si te sobra alguna porción te la ponen en una cajita y te la llevas."
9 de agosto de 2019,50,Vacation to Chicago,Lugar amplio y limpio. Un menú variado. Sus pizzas son exquisitas. Nos encantó a todos si tuviésemos la oportunidad de viajar nuevamente a chicago volvería sin pensarlo dos veces.
7 de agosto de 2019,50,DELICIOSO,"La clásica pizza en Chicago! Es exquisita! La tención de los meseros excelente, todos muy amables! Un lugar que no puedes dejar de visitar si estas por allá!"
6 de agosto de 2019,50,Deliciosa,La pizza deep es la mas famosa con muchisimas capas de queso. Las porciones son muy generosas. Tarda bastante en estar lista 45 min aprox y siempre hay bastante gente
25 de julio de 2019,30,Demasiada espera,Nos hicieron esperar más de una hora. Es cierto que avisaron que tardarían 45’. Pero al final fue más de una hora. La pizza estaba muy buena.
5 de julio de 2019,40,Pizza no tradicional,"Masa distinta pero con mucho queso y una salsa exquisita, no hay que perderse esta pizza que no se come así en ningún otro lugar"
2 de julio de 2019,50,Excelente pizza,"La verdad la pizza es una delicia, no es necesario pedir algo más por que es más que suficiente con la pizza. Nosotros la pedimos sólo de queso y fuimos dos veces"
29 de junio de 2019,50,Delicioso!!,"este restaurante está muy bueno!, el lugar muy original y limpio y la comida no se diga!! lo recomiendo mucho"
22 de junio de 2019,50,Delicioso,"Una excelente bienvenida a Chicago en la pizza ""meat AND meat"" de este restaurante.las alitas no estaban mal. Buena atención y ambiente."
25 de mayo de 2019,40,Pizzas como tartas,"Local abarrotado de gente. Hemos pedido una ensalada “Chicago” y una pizza de carne pequeña para los dos. La pizza es súper contundente,pero tiene un sabor rico."
8 de mayo de 2019,40,No te quedas con hambre,"No dejes de probar las pizzas estilo Chicago, lo caracteristico es la masa, en España no se ve ese tipo de masa, puedes comer las que vienen en la carta o crear tu propia pizza, muy rica, llenan bastante."
25 de abril de 2019,30,Buena pizza,"Una pizza abundante por 30 usd comen 2. Pero hay que esperar mucho, tanto para conseguir mesa como para que te traiga la orden. Creo que vale la pena para un dia nublado en el que uno este dispuesto a perder un poco de tiempo"
16 de abril de 2019,30,Bueno pero hasta ahí!,"Cumple pero no es espectacular, pides esta pizza por la fama que representa en Chicago, pero la gente de aquí nunca pide esta pizza, claro la tienes que probar."
7 de marzo de 2019,50,Deep pizza,"La típica pizza de Chicago, tardan 20 minutos en prepararla . Usando la ves te asustas. Pero es riquisima. Tampoco puedes irte de esta ciudad sin probarla . Desde luego es una recomendación segura"
3 de marzo de 2019,50,Deliciosa Experiencia!!!,"Excelente lugar para comer Pizza, el trato y atención del personal muy bueno, ten cuidado con los tamaños ya que las porciones son muy grandes."
12 de febrero de 2019,40,No pidas mucha cantidad,Chicago es la ciudad de las palomitas con caramelo y de las pizzas. Sin enormes y contundentes y Giordanos en cualquiera de sus locales te ofrece una buena calidad.
20 de enero de 2019,50,Las mejores pizzas de Chicago,"Tanto la pizza clásica como la famosa “Deep Dish” son imperdibles, la atención es excelente y los precios dentro de lo accesible. Visita obligada si estás en Chicago"
15 de enero de 2019,50,Imperdonable no visitar,"Una deliciosa variedad de pizzas, excelente oportunidad de degustar la mejor pizza de Chicago. Un sitio emblemático de la ciudad que es imperdonable no visitar."
6 de enero de 2019,40,Pizza buena pero un poco comercial,"Precios razonables, pizzas con buen sabor. Buena variedad de pizzas. Varias locaciones en todo Chicago."
1 de diciembre de 2018,50,La pizza de Chicago,"Restaurantes que tienes que visitar si o si cuando vayas a Chicago para probar la pizza típica de Chicago. Hay que ir con tiempo y esperar porque tardan 45 minutos en hacerla, pero merece la pena. Precio moderado."
30 de noviembre de 2018,50,Felicidades,"Sin duda !!! Tienes que probar esta pizza, única en su estilo y esta deliciosa. En Chicago. Tienes varias sucursales."
28 de noviembre de 2018,50,Delicioso,Excelente sabor y buena ubicación muy buje servicio y calidad Añade un buen sabor De boca ! Muy buena comida
21 de noviembre de 2018,50,Demasiada comida!!!!,"Solo pedimos una pizza chica para dos. Dijeron que tardaba 45 min... para esperar pedimos alitas... No pudimos terminar la pizza!!! Es una bomba. Muy buen sabor. Pero para un estómago chiquito, es mortal!!! 🤭"
19 de noviembre de 2018,50,MUY BUENA,"Nos habían recomendado ir. La pizza es muy buena, pero creo otras pizzerías son igualmente buenas. Chicago tiene fama de sus pizzas."
7 de noviembre de 2018,50,Las mejores pizzas de Chicago!,Son las mejores! Esperas unos minutos para entrar porque siempre hay lista de espera! Vale la pena cada minuto de espera. El sabor de la deep dish y la ensalada cesar so lo máximo !
6 de noviembre de 2018,40,Sobrevalorado,Rica pizza pero lejos de ser la mejor. Vayan pero sepan que van a pagar caro por algo que no es imperdible. Igualmente es un lugar con buen ambiente y agradable.
6 de noviembre de 2018,50,Simplemente DELICIOSO.,"En este Restaurante de comida italiana, disfrutamos la famosa pizza rellena la cual les recomiendo pedir MEDIANA para 4 personas pues es verdaderamente llenadora. En otra ocasión fuimos y saboreamos una tradicional pero es tan delgada y crujiente; que no dejas nada en el plato"
5 de noviembre de 2018,50,Pizza deliciosa,No te puedes perder la oportunidad de probar la riquísima pizza que hacen en Giordano's el sabor es increíble y queda muy cerca del Parque Milenium
5 de noviembre de 2018,50,Waooo,"Si quieres darte ese gusto de comer una buena pizza, lo digo por el tamaño te lo recomiendo con solo dos pedazos de ellos me llene. Buea experiencia."
29 de octubre de 2018,50,Visita obligatoria para probar pizza estilo Chicago,El sitio muy americano. Las pizzas son gigantes en grosor! Muy ricas! Volverás a España con unos kilos de más pero merece la pena La experiencia!
27 de octubre de 2018,40,Lindo resto,"Buena comida italiana con retoques americanos. Porciones abundantes. Pasta bien hecha. Buena atención, algo ruidoso, le sacaría las pantallas de TV"
